"PID","ProductCode","ProductName","ProductNameTamil","HSNCode","Category","Manufacturer","Description","CostPrice","Discount","CGST","SGST","ReorderPoint","Unit","Barcode"
"236","P-0236                        ","Filomilo Shampoo NEEM 250ML                                                                                                                                                                             ","","3402                          ","Shampoo                                                                                                                                                                                                 ","Filomilo                                                                                                                                                                                                ","","0.00","0.00","9.00","9.00","0","No                                                                                                                                                    ","10236"
"237","P-0237                        ","PURPLETAIL DRY DOG ADULT 80G                                                                                                                                                                            ","","230910000                     ","Dog food                                                                                                                                                                                                ","Filomilo                                                                                                                                                                                                ","","0.00","0.00","9.00","9.00","0","No                                                                                                                                                    ","10237"
"238","P-0238                        ","PURPLETAIL DRY DOG PUPPY 80G                                                                                                                                                                            ","","230910000                     ","Dog food                                                                                                                                                                                                ","Filomilo                                                                                                                                                                                                ","","0.00","0.00","9.00","9.00","0","No                                                                                                                                                    ","10238"
"239","P-0239                        ","PURPLETAIL PUPPY 400                                                                                                                                                                                    ","","23091000                      ","Dog food                                                                                                                                                                                                ","Filomilo                                                                                                                                                                                                ","","0.00","0.00","9.00","9.00","10","No                                                                                                                                                    ","10239"
"240","P-0240                        ","PURPLETAIL PUPPY 1.2KG                                                                                                                                                                                  ","","23091000                      ","Dog food                                                                                                                                                                                                ","Filomilo                                                                                                                                                                                                ","","0.00","0.00","9.00","9.00","10","No                                                                                                                                                    ","10240"
"241","P-0241                        ","PURPLETAIL PUPPY 3KG                                                                                                                                                                                    ","","23091000                      ","Dog food                                                                                                                                                                                                ","Filomilo                                                                                                                                                                                                ","","0.00","0.00","9.00","9.00","10","No                                                                                                                                                    ","10241"
"242","P-0242                        ","PURPLETAIL ADULT 3KG                                                                                                                                                                                    ","","23091000                      ","Dog food                                                                                                                                                                                                ","Filomilo                                                                                                                                                                                                ","","0.00","0.00","9.00","9.00","10","No                                                                                                                                                    ","10242"
"243","P-0243                        ","PURPLETAIL ADULT 1.2KG                                                                                                                                                                                  ","","23091000                      ","Dog food                                                                                                                                                                                                ","Filomilo                                                                                                                                                                                                ","","0.00","0.00","9.00","9.00","10","No                                                                                                                                                    ","10243"
"244","P-0244                        ","PURPLETAIL ADULT 400                                                                                                                                                                                    ","","23091000                      ","Dog food                                                                                                                                                                                                ","Filomilo                                                                                                                                                                                                ","","0.00","0.00","9.00","9.00","10","No                                                                                                                                                    ","10244"
"245","P-0245                        ","Smart heart Adult Dry Chicken and Egg 10kg                                                                                                                                                              ","","23091000                      ","Dog food                                                                                                                                                                                                ","PCG                                                                                                                                                                                                     ","","0.00","0.00","9.00","9.00","0","No                                                                                                                                                    ","10245"
"246","P-0246                        ","Smart heart Adult Dry Chicken and liver 20kg                                                                                                                                                            ","","23091000                      ","Dog food                                                                                                                                                                                                ","PCG                                                                                                                                                                                                     ","","0.00","0.00","9.00","9.00","0","No                                                                                                                                                    ","10246"
"247","P-0247                        ","purpletail cat a gravy 70g                                                                                                                                                                              ","","23091000                      ","cat treat                                                                                                                                                                                               ","Filomilo                                                                                                                                                                                                ","","0.00","0.00","9.00","9.00","0","No                                                                                                                                                    ","10247"
"248","P-0248                        ","purpletail cat k gravy 70g                                                                                                                                                                              ","","23091000                      ","cat treat                                                                                                                                                                                               ","Filomilo                                                                                                                                                                                                ","","0.00","0.00","9.00","9.00","0","No                                                                                                                                                    ","10248"
"249","P-0249                        ","APro kitten cat 20kg                                                                                                                                                                                    ","","23091000                      ","Cat Food                                                                                                                                                                                                ","PCG                                                                                                                                                                                                     ","","0.00","0.00","9.00","9.00","0","No                                                                                                                                                    ","10249"
"250","P-0250                        ","RC MAXI STARTER 4KG                                                                                                                                                                                     ","","23091000                      ","Dog food                                                                                                                                                                                                ","ROYAL CANIN                                                                                                                                                                                             ","","0.00","0.00","9.00","9.00","4","No                                                                                                                                                    ","10250"
"251","P-0251                        ","RC MAXI PUPPY 4KG                                                                                                                                                                                       ","","23091000                      ","Dog food                                                                                                                                                                                                ","ROYAL CANIN                                                                                                                                                                                             ","","0.00","0.00","9.00","9.00","4","No                                                                                                                                                    ","10251"
"252","P-0252                        ","RC MAXI ADULT 4KG                                                                                                                                                                                       ","","23091000                      ","Dog food                                                                                                                                                                                                ","ROYAL CANIN                                                                                                                                                                                             ","","0.00","0.00","9.00","9.00","4","No                                                                                                                                                    ","10252"
"253","P-0253                        ","RC MAXI STARTER 1KG                                                                                                                                                                                     ","","23091000                      ","Dog food                                                                                                                                                                                                ","ROYAL CANIN                                                                                                                                                                                             ","","0.00","0.00","9.00","9.00","4","No                                                                                                                                                    ","10253"
"254","P-0254                        ","RC MINI ADULT 4KG                                                                                                                                                                                       ","","23091000                      ","Dog food                                                                                                                                                                                                ","ROYAL CANIN                                                                                                                                                                                             ","","0.00","0.00","9.00","9.00","4","No                                                                                                                                                    ","10254"
"255","P-0255                        ","RC MAXI STARTER 15KG                                                                                                                                                                                    ","","23091000                      ","Dog food                                                                                                                                                                                                ","ROYAL CANIN                                                                                                                                                                                             ","","0.00","0.00","9.00","9.00","4","No                                                                                                                                                    ","10255"
"256","P-0256                        ","RC MINI PUPPY 4KG                                                                                                                                                                                       ","","23091000                      ","Dog food                                                                                                                                                                                                ","ROYAL CANIN                                                                                                                                                                                             ","","0.00","0.00","9.00","9.00","4","No                                                                                                                                                    ","10256"
"257","P-0257                        ","RC MINI STARTER 1KG                                                                                                                                                                                     ","","23091000                      ","Dog food                                                                                                                                                                                                ","ROYAL CANIN                                                                                                                                                                                             ","","0.00","0.00","9.00","9.00","4","No                                                                                                                                                    ","10257"
"258","P-0258                        ","RC GIANT STARTER 15KG                                                                                                                                                                                   ","","23091000                      ","Dog food                                                                                                                                                                                                ","ROYAL CANIN                                                                                                                                                                                             ","","0.00","0.00","9.00","9.00","4","No                                                                                                                                                    ","10258"
"259","P-0259                        ","RC GIANT STARTER 3KG                                                                                                                                                                                    ","","23091000                      ","Dog food                                                                                                                                                                                                ","ROYAL CANIN                                                                                                                                                                                             ","","0.00","0.00","9.00","9.00","4","No                                                                                                                                                    ","10259"
"260","P-0260                        ","RC GIANT STARTER 1KG                                                                                                                                                                                    ","","23091000                      ","Dog food                                                                                                                                                                                                ","ROYAL CANIN                                                                                                                                                                                             ","","0.00","0.00","9.00","9.00","4","No                                                                                                                                                    ","10260"
"261","P-0261                        ","RC MAXI PUPPY 1KG                                                                                                                                                                                       ","","23091000                      ","Dog food                                                                                                                                                                                                ","ROYAL CANIN                                                                                                                                                                                             ","","0.00","0.00","9.00","9.00","4","No                                                                                                                                                    ","10261"
"262","P-0262                        ","RC GIANT PUPPY 15KG                                                                                                                                                                                     ","","23091000                      ","Dog food                                                                                                                                                                                                ","ROYAL CANIN                                                                                                                                                                                             ","","0.00","0.00","9.00","9.00","4","No                                                                                                                                                    ","10262"
"263","P-0263                        ","RC GIANT JUNIOR 15KG                                                                                                                                                                                    ","","23091000                      ","Dog food                                                                                                                                                                                                ","ROYAL CANIN                                                                                                                                                                                             ","","0.00","0.00","9.00","9.00","4","No                                                                                                                                                    ","10263"
"264","P-0264                        ","RC GIANT PUPPY 3.5KG                                                                                                                                                                                    ","","23091000                      ","Dog food                                                                                                                                                                                                ","ROYAL CANIN                                                                                                                                                                                             ","","0.00","0.00","9.00","9.00","4","No                                                                                                                                                    ","10264"
"265","P-0265                        ","RC MINI PUPPY 800G                                                                                                                                                                                      ","","23091000                      ","Dog food                                                                                                                                                                                                ","ROYAL CANIN                                                                                                                                                                                             ","","0.00","0.00","9.00","9.00","4","No                                                                                                                                                    ","10265"
"266","P-0266                        ","RC MAXI ADULT 10KG                                                                                                                                                                                      ","","23091000                      ","Dog food                                                                                                                                                                                                ","ROYAL CANIN                                                                                                                                                                                             ","","0.00","0.00","9.00","9.00","4","No                                                                                                                                                    ","10266"
"267","P-0267                        ","RC MAXI ADULT 1KG                                                                                                                                                                                       ","","23091000                      ","Dog food                                                                                                                                                                                                ","ROYAL CANIN                                                                                                                                                                                             ","","0.00","0.00","9.00","9.00","4","No                                                                                                                                                    ","10267"
"268","P-0268                        ","RC GIANT PUPPY 1KG                                                                                                                                                                                      ","","23091000                      ","Dog food                                                                                                                                                                                                ","ROYAL CANIN                                                                                                                                                                                             ","","0.00","0.00","9.00","9.00","4","No                                                                                                                                                    ","10268"
"269","P-0269                        ","RC MINI ADULT 800G                                                                                                                                                                                      ","","23091000                      ","Dog food                                                                                                                                                                                                ","ROYAL CANIN                                                                                                                                                                                             ","","0.00","0.00","9.00","9.00","4","No                                                                                                                                                    ","10269"
"270","P-0270                        ","RC MEDIUM STARTER 1KG                                                                                                                                                                                   ","","23091000                      ","Dog food                                                                                                                                                                                                ","ROYAL CANIN                                                                                                                                                                                             ","","0.00","0.00","9.00","9.00","4","No                                                                                                                                                    ","10270"
"271","P-0271                        ","RC MINI PUPPY 8KG                                                                                                                                                                                       ","","23091000                      ","Dog food                                                                                                                                                                                                ","ROYAL CANIN                                                                                                                                                                                             ","","0.00","0.00","9.00","9.00","4","No                                                                                                                                                    ","10271"
"272","P-0272                        ","RC MOTHER&BABYCAT 400G                                                                                                                                                                                  ","","23091000                      ","Cat Food                                                                                                                                                                                                ","ROYAL CANIN                                                                                                                                                                                             ","","0.00","0.00","9.00","9.00","4","No                                                                                                                                                    ","10272"
"273","P-0273                        ","RC PERSIAN KITTEN 400G                                                                                                                                                                                  ","","23091000                      ","Cat Food                                                                                                                                                                                                ","ROYAL CANIN                                                                                                                                                                                             ","","0.00","0.00","9.00","9.00","4","No                                                                                                                                                    ","10273"
"274","P-0274                        ","RC PERSIAN ADULT 400G                                                                                                                                                                                   ","","23091000                      ","Cat Food                                                                                                                                                                                                ","ROYAL CANIN                                                                                                                                                                                             ","","0.00","0.00","9.00","9.00","4","No                                                                                                                                                    ","10274"
"275","P-0275                        ","RC PERSIAN KITTEN 2KG                                                                                                                                                                                   ","","23091000                      ","Cat Food                                                                                                                                                                                                ","ROYAL CANIN                                                                                                                                                                                             ","","0.00","0.00","9.00","9.00","4","No                                                                                                                                                    ","10275"
"276","P-0276                        ","RC KITTEN 36 2KG                                                                                                                                                                                        ","","23091000                      ","Cat Food                                                                                                                                                                                                ","ROYAL CANIN                                                                                                                                                                                             ","","0.00","0.00","9.00","9.00","4","No                                                                                                                                                    ","10276"
"277","P-0277                        ","RC MOTHER&BABYCAT 1.2KG                                                                                                                                                                                 ","","23091000                      ","Cat Food                                                                                                                                                                                                ","ROYAL CANIN                                                                                                                                                                                             ","","0.00","0.00","9.00","9.00","4","No                                                                                                                                                    ","10277"
"278","P-0278                        ","RC KITTEN 36 1.2KG                                                                                                                                                                                      ","","23091000                      ","Cat Food                                                                                                                                                                                                ","ROYAL CANIN                                                                                                                                                                                             ","","0.00","0.00","9.00","9.00","4","No                                                                                                                                                    ","10278"
"279","P-0279                        ","RC PERSIAN KITTEN 4KG                                                                                                                                                                                   ","","23091000                      ","Cat Food                                                                                                                                                                                                ","ROYAL CANIN                                                                                                                                                                                             ","","0.00","0.00","9.00","9.00","4","No                                                                                                                                                    ","10279"
"280","P-0280                        ","RC MAXI ADULT 15KG                                                                                                                                                                                      ","","23091000                      ","Dog food                                                                                                                                                                                                ","ROYAL CANIN                                                                                                                                                                                             ","","0.00","0.00","9.00","9.00","4","No                                                                                                                                                    ","10280"
"281","P-0281                        ","RC MAXI PUPPY 15KG                                                                                                                                                                                      ","","23091000                      ","Dog food                                                                                                                                                                                                ","ROYAL CANIN                                                                                                                                                                                             ","","0.00","0.00","9.00","9.00","4","No                                                                                                                                                    ","10281"
"282","P-0282                        ","RC LAB PUPPY 3KG                                                                                                                                                                                        ","","23091000                      ","Dog food                                                                                                                                                                                                ","ROYAL CANIN                                                                                                                                                                                             ","","0.00","0.00","9.00","9.00","4","No                                                                                                                                                    ","10282"
"283","P-0283                        ","RC PERSIAN ADULT 2KG                                                                                                                                                                                    ","","23091000                      ","Cat Food                                                                                                                                                                                                ","ROYAL CANIN                                                                                                                                                                                             ","","0.00","0.00","9.00","9.00","4","No                                                                                                                                                    ","10283"
"284","P-0284                        ","RC GOLDEN RET 3KG                                                                                                                                                                                       ","","23091000                      ","Dog food                                                                                                                                                                                                ","ROYAL CANIN                                                                                                                                                                                             ","","0.00","0.00","9.00","9.00","4","No                                                                                                                                                    ","10284"
"285","P-0285                        ","RC GSD PUPPY 3KG                                                                                                                                                                                        ","","23091000                      ","Dog food                                                                                                                                                                                                ","ROYAL CANIN                                                                                                                                                                                             ","","0.00","0.00","9.00","9.00","4","No                                                                                                                                                    ","10285"
"286","P-0286                        ","RC ROT PUPPY 3KG                                                                                                                                                                                        ","","23091000                      ","Dog food                                                                                                                                                                                                ","ROYAL CANIN                                                                                                                                                                                             ","","0.00","0.00","9.00","9.00","4","No                                                                                                                                                    ","10286"
"287","P-0287                        ","RC SHIHTZU PUPPY 1.5KG                                                                                                                                                                                  ","","23091000                      ","Dog food                                                                                                                                                                                                ","ROYAL CANIN                                                                                                                                                                                             ","","0.00","0.00","9.00","9.00","4","No                                                                                                                                                    ","10287"
