"Id","ProductID","Qty","PurchaseCost","SalesCost","MRP","BatchNo","MfgDate","ExpiryDate","Barcode"
"709","252","6.00","2100.51","2881.36","3400.00","100A                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10252"
"710","253","14.00","648.69","889.83","1050.00","100A                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10253"
"711","254","2.00","2224.07","3050.85","3600.00","100A                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10254"
"712","255","5.00","7784.24","10677.97","12600.00","100A                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10255"
"713","256","2.00","2532.97","3474.58","4100.00","100A                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10256"
"714","257","24.00","698.11","957.63","1130.00","100A                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10257"
"715","258","2.00","7382.67","10127.12","11950.00","100A                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10258"
"716","261","14.00","617.80","847.46","1000.00","100A                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10261"
"717","262","0.00","6919.33","9491.53","11200.00","100A                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10262"
"718","263","2.00","6981.10","9576.27","11300.00","100A                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10263"
"719","264","0.00","2069.62","2838.98","3350.00","100A                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10264"
"720","265","7.00","586.90","805.08","950.00","100A                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10265"
"721","266","1.00","4726.14","6483.05","7650.00","100A                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10266"
"722","260","30.00","648.67","889.83","1050.00","100A                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10260"
"723","267","11.00","556.02","762.71","900.00","100A                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10267"
"724","268","25.00","586.90","805.08","950.00","100A                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10268"
"725","269","7.00","506.60","694.92","820.00","100A                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10269"
"726","270","10.00","648.69","889.83","1050.00","100A                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10270"
"727","271","2.00","4479.03","6144.07","7250.00","100A                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10271"
"728","259","6.00","2007.84","2754.24","3250.00","100A                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10259"
"729","272","10.00","339.79","466.10","550.00","100A                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10272"
"730","273","12.00","370.66","508.47","600.00","100A                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10273"
"731","274","5.00","358.33","491.53","580.00","100A                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10274"
"732","275","4.00","1698.94","2330.51","2750.00","100A                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10275"
"733","276","5.00","1328.26","1822.03","2150.00","100A                                              ","2024-11-09 00:00:00","2024-11-09 00:00:00","10276"
"734","198","48.00","26.03","38.14","45.00","100                                               ","2024-04-05 00:00:00","2024-04-05 00:00:00","10198"
"735","296","120.00","23.14","33.90","40.00","100                                               ","2024-11-14 00:00:00","2024-11-14 00:00:00","10296"
"736","297","120.00","23.14","33.90","40.00","100                                               ","2024-11-14 00:00:00","2024-11-14 00:00:00","10297"
"737","298","24.00","23.14","33.90","40.00","100                                               ","2024-11-14 00:00:00","2024-11-14 00:00:00","10298"
"738","192","0.00","2891.95","4237.29","5000.00","100                                               ","2024-04-04 00:00:00","2024-04-04 00:00:00","10192"
"739","98","0.00","1260.89","1847.46","2180.00","100                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10098"
"740","208","1.00","112.79","165.25","195.00","100                                               ","2024-04-17 00:00:00","2024-04-17 00:00:00","10208"
"741","214","0.00","112.79","165.25","195.00","100                                               ","2024-05-17 00:00:00","2024-05-17 00:00:00","10214"
"742","197","18.00","14.46","21.19","25.00","100                                               ","2024-04-05 00:00:00","2024-04-05 00:00:00","10197"
"743","299","0.00","14.46","21.19","25.00","100                                               ","2024-11-20 00:00:00","2024-11-20 00:00:00","10299"
"744","300","96.00","92.54","135.59","160.00","100                                               ","2024-11-20 00:00:00","2024-11-20 00:00:00","10300"
"745","106","0.00","115.68","169.49","200.00","100                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10106"
"746","207","13.00","112.79","165.25","195.00","100                                               ","2024-04-17 00:00:00","2024-04-17 00:00:00","10207"
"747","228","4.00","694.08","974.58","1150.00","100                                               ","2024-06-04 00:00:00","2024-06-04 00:00:00","10228"
"748","131","48.00","26.03","38.14","45.00","100                                               ","2024-03-10 00:00:00","2024-03-10 00:00:00","10131"
